"sender","recipient","interactiontime"
"AA","CB","2014-03-01 19:03:13"
"AA","CB","2014-06-08 20:08:46"
"AA","E","2014-03-15 21:30:08"
"AA","DC","2014-02-26 01:34:10"
"AA","T","2014-01-14 06:52:00"
"AA","CB","2014-05-28 20:49:27"
"AA","DC","2013-11-04 16:26:04"
"AA","JC","2014-03-11 11:26:39"
"AA","ss","2013-09-24 17:08:47"
"AA","HF","2014-06-08 09:55:48"
"AA","DC","2013-09-10 07:53:50"
"AA","T","2013-09-04 19:20:27"
"AA","JC","2013-12-30 00:39:17"
"AA","ss","2013-08-07 07:52:46"
"AA","T","2014-04-06 02:52:49"
"AA","ss","2014-05-14 02:34:48"
"AA","DC","2014-01-01 10:37:39"
"AA","T","2013-12-12 19:21:16"
"AA","JC","2014-04-11 22:10:36"
"AA","JC","2014-05-13 10:05:50"
"AA","CB","2014-05-23 12:04:26"
"AA","E","2013-09-15 09:34:07"
"AA","T","2013-10-05 12:06:52"
"AA","ss","2013-09-04 17:37:34"
"AA","HF","2014-05-30 12:12:14"
"AA","T","2014-05-20 22:15:24"
"AA","CB","2014-03-02 14:25:18"
"AA","DC","2014-02-27 19:06:26"
"AA","JC","2014-05-07 16:52:29"
"AA","CB","2014-05-28 21:04:00"
"AA","DC","2013-11-09 23:55:00"
"AA","JC","2014-03-12 10:21:06"
"AA","HF","2014-06-08 11:08:41"
"AA","DC","2013-09-10 21:41:57"
"AA","ss","2014-05-14 08:27:39"
"AA","HF","2014-03-04 00:09:46"
"AA","DC","2014-01-02 09:16:07"
"AA","T","2013-12-13 21:24:25"
"AA","ss","2014-02-12 19:28:51"
"AA","JC","2014-02-08 00:27:44"
"AA","JC","2014-05-31 17:59:56"
"AA","ss","2013-09-04 23:27:36"
"AA","T","2014-05-20 23:55:24"
"AA","CB","2014-03-03 08:18:19"
"AA","T","2014-01-15 18:23:31"
"AA","JC","2014-05-07 18:07:09"
"AA","HF","2014-01-02 08:47:42"
"AA","E","2013-11-26 14:35:00"
"AA","DC","2013-11-10 07:30:35"
"AA","ss","2013-09-25 08:05:48"
"AA","HF","2014-06-08 20:14:19"
"AA","T","2013-09-06 22:02:26"
"AA","CB","2014-03-29 21:48:29"
"AA","ss","2013-08-09 03:22:05"
"AA","HF","2014-05-20 22:42:50"
"AA","DC","2014-05-09 00:21:11"
"AA","JC","2014-05-26 05:48:37"
"AA","CB","2014-06-03 09:09:33"
"AA","HF","2014-03-05 06:05:43"
"AA","HF","2013-10-14 12:42:07"
"AA","E","2013-09-16 21:58:50"
"AA","JC","2014-05-31 19:16:38"
"AA","CB","2014-03-04 20:12:20"
"AA","CB","2014-06-09 10:23:40"
"AA","HF","2014-04-22 09:22:51"
"AA","E","2014-03-20 17:13:32"
"AA","JC","2014-05-07 22:45:14"
"AA","ss","2014-04-15 06:57:25"
"AA","JC","2014-03-13 08:19:54"
"AA","CB","2014-05-15 17:27:13"
"AA","HF","2014-06-09 09:25:03"
"AA","DC","2013-09-11 23:02:18"
"AA","T","2013-09-08 05:57:13"
"AA","JC","2013-12-31 16:42:34"
"AA","CB","2014-03-30 07:16:51"
"AA","HF","2014-03-06 13:31:52"
"AA","JC","2014-04-12 22:19:33"
"AA","E","2013-09-19 09:52:01"
"AA","ss","2013-09-05 20:57:16"
"AA","DC","2013-08-25 16:58:48"
"AA","DC","2014-05-27 18:44:37"
"AA","CB","2014-03-05 16:51:29"
"AA","CB","2014-06-09 10:44:43"
"AA","DC","2014-03-04 00:09:46"
"AA","T","2014-01-20 23:38:24"
"AA","CB","2014-05-28 22:56:26"
"AA","HF","2014-01-03 20:28:26"
"AA","E","2013-12-02 22:27:30"
"AA","DC","2013-11-10 21:31:54"
"AA","T","2013-11-10 20:51:54"
"AA","HF","2013-07-03 14:15:30"
"AA","HF","2014-06-09 10:42:28"
"AA","DC","2013-09-12 21:16:56"
"AA","ss","2013-08-10 23:06:51"
"AA","E","2014-05-29 19:07:55"
"AA","T","2014-04-11 22:44:11"
"AA","JC","2014-05-26 11:16:18"
"AA","CB","2014-06-03 20:51:29"
"AA","ss","2014-02-21 00:49:58"
"AA","DC","2013-10-05 19:21:07"
"AA","T","2013-10-09 10:33:10"
"AA","ss","2013-09-06 08:18:26"
"AA","DC","2013-08-25 17:15:18"
"AA","JC","2014-06-09 10:24:02"
"AA","DC","2014-03-05 06:10:06"
"AA","JC","2014-05-08 09:00:27"
"AA","JC","2014-05-19 11:59:02"
"AA","DC","2013-11-11 22:59:08"
"AA","CB","2014-03-31 10:27:22"
"AA","DC","2014-05-10 08:19:59"
"AA","HF","2014-03-08 23:35:05"
"AA","E","2014-01-29 18:02:04"
"AA","DC","2014-01-09 10:40:05"
"AA","T","2013-12-19 14:08:35"
"AA","JC","2014-04-14 11:03:35"
"AA","CB","2014-05-24 08:49:51"
"AA","ss","2014-02-25 07:01:23"
"AA","HF","2013-10-22 09:05:44"
"AA","E","2013-09-20 10:09:12"
"AA","DC","2013-10-06 23:18:07"
"AA","JC","2014-05-31 23:11:07"
"AA","HF","2014-05-31 19:18:46"
"AA","ss","2013-01-20 22:58:48"
"AA","ss","2014-05-29 19:19:37"
"AA","E","2014-03-26 23:03:00"
"AA","T","2014-01-27 11:12:34"
"AA","HF","2014-01-05 22:49:33"
"AA","JC","2014-03-16 04:02:35"
"AA","CB","2014-05-16 14:59:13"
"AA","E","2014-06-08 20:10:34"
"AA","CB","2014-03-31 11:02:33"
"AA","HF","2014-03-10 07:28:05"
"AA","T","2013-12-20 08:32:52"
"AA","JC","2014-04-15 07:17:23"
"AA","JC","2014-05-14 22:29:09"
"AA","CB","2014-05-24 09:33:22"
"AA","E","2013-09-20 22:11:25"
"AA","DC","2013-10-07 05:49:18"
"AA","T","2013-10-10 20:26:50"
"AA","DC","2014-05-28 23:21:57"
"AA","JC","2013-12-07 18:32:45"
"AA","CB","2014-03-07 23:32:57"
"AA","ss","2013-01-25 23:03:32"
"AA","DC","2014-03-08 07:36:49"
"AA","JC","2014-05-08 19:46:13"
"AA","JC","2014-05-19 21:49:36"
"AA","DC","2013-11-13 02:01:00"
"AA","E","2014-06-09 09:24:48"
"AA","DC","2013-09-13 20:35:27"
"AA","T","2013-09-14 00:11:13"
"AA","CB","2014-03-31 17:54:01"
"AA","ss","2013-08-13 22:19:35"
"AA","DC","2014-05-12 08:23:20"
"AA","JC","2014-05-26 14:37:48"
"AA","CB","2014-06-04 10:32:51"
"AA","ss","2014-05-15 17:27:41"
"AA","HF","2014-03-10 13:55:55"
"AA","DC","2014-01-10 10:03:15"
"AA","T","2013-12-22 09:26:04"
"AA","ss","2014-03-01 00:56:10"
"AA","HF","2013-11-01 11:44:40"
"AA","E","2013-09-23 09:20:19"
"AA","T","2013-10-11 22:18:09"
"AA","DC","2013-08-27 23:35:42"
"AA","CB","2014-03-09 09:45:45"
"AA","ss","2013-01-30 23:06:27"
"AA","HF","2014-05-06 23:41:01"
"AA","E","2014-03-28 22:29:14"
"AA","DC","2014-03-08 23:33:10"
"AA","JC","2014-05-19 23:04:58"
"AA","CB","2014-05-29 19:59:35"
"AA","DC","2013-11-13 23:12:02"
"AA","JC","2014-06-08 09:36:29"
"AA","ss","2013-10-04 08:39:28"
"AA","HF","2013-08-19 10:45:27"
"AA","T","2013-09-15 09:15:11"
"AA","CB","2014-04-01 08:28:07"
"AA","HF","2014-05-23 12:12:50"
"AA","ss","2014-05-15 20:29:59"
"AA","T","2013-12-23 08:52:13"
"AA","HF","2013-11-04 08:03:05"
"AA","DC","2013-10-07 19:32:47"
"AA","JC","2014-02-15 23:57:32"
"AA","DC","2014-05-29 19:17:10"
"AA","ss","2013-02-02 07:13:57"
"AA","ss","2014-05-31 02:13:42"
"AA","HF","2014-05-07 09:53:47"
"AA","E","2014-03-29 09:36:48"
"AA","DC","2014-03-09 23:23:14"
"AA","JC","2014-05-09 08:27:19"
"AA","HF","2014-01-08 09:35:51"
"AA","E","2013-12-10 12:32:07"
"AA","DC","2013-11-14 21:15:40"
"AA","JC","2014-06-08 09:40:04"
"AA","DC","2013-09-14 00:11:57"
"AA","T","2013-09-16 06:25:46"
"AA","CB","2014-04-02 02:55:29"
"AA","ss","2013-08-15 23:40:49"
"AA","HF","2014-05-23 16:48:19"
"AA","DC","2014-05-15 06:56:44"
"AA","JC","2014-05-26 15:38:45"
"AA","CB","2014-06-04 15:11:13"
"AA","ss","2014-05-16 07:33:42"
"AA","DC","2014-01-13 01:34:53"
"AA","E","2013-09-28 17:06:09"
"AA","T","2013-10-13 00:13:20"
"AA","JC","2014-02-16 15:00:41"
"AA","JC","2014-06-01 10:02:28"
"AA","CB","2014-05-06 23:58:12"
"AA","ss","2013-09-10 07:49:38"
"AA","HF","2014-06-01 10:05:37"
"AA","ss","2013-02-06 11:04:32"
"AA","JC","2014-05-09 09:06:10"
"AA","E","2013-12-12 08:18:20"
"AA","JC","2014-03-20 14:00:46"
"AA","JC","2014-06-08 09:47:29"
"AA","CB","2014-05-17 10:59:08"
"AA","ss","2013-10-11 11:36:57"
"AA","HF","2013-08-25 09:43:18"
"AA","T","2013-09-16 14:43:55"
"AA","HF","2014-05-23 22:47:08"
"AA","DC","2014-05-15 08:26:29"
"AA","CB","2014-06-04 17:00:40"
"AA","ss","2014-05-16 14:19:47"
"AA","HF","2014-03-13 05:54:23"
"AA","E","2014-02-07 01:21:36"
"AA","DC","2014-01-14 12:41:37"
"AA","T","2013-12-23 23:09:42"
"AA","CB","2014-05-24 20:08:26"
"AA","HF","2013-11-17 23:27:47"
"AA","DC","2013-10-10 03:19:36"
"AA","ss","2013-09-10 20:06:23"
"AA","CB","2014-03-12 03:10:36"
"AA","ss","2013-02-09 09:54:37"
"AA","HF","2014-05-07 23:34:14"
"AA","E","2014-03-29 22:23:31"
"AA","T","2014-02-11 12:31:22"
"AA","JC","2014-05-09 11:40:49"
"AA","JC","2014-05-20 22:23:33"
"AA","HF","2014-01-10 14:24:38"
"AA","T","2013-11-14 21:18:15"
"AA","ss","2013-10-14 12:41:25"
"AA","HF","2013-08-29 11:13:15"
"AA","T","2013-09-16 22:02:14"
"AA","JC","2014-01-04 19:39:17"
"AA","CB","2014-04-02 14:37:03"
"AA","ss","2013-08-18 21:21:33"
"AA","HF","2014-05-24 08:28:35"
"AA","CB","2014-06-04 17:18:53"
"AA","ss","2014-05-16 14:50:45"
"AA","HF","2014-03-14 07:25:21"
"AA","DC","2014-01-15 09:03:23"
"AA","T","2013-12-24 13:44:46"
"AA","CB","2014-05-24 22:41:53"
"AA","HF","2013-11-19 14:17:40"
"AA","E","2013-10-04 08:37:44"
"AA","DC","2013-10-11 21:39:31"
"AA","JC","2014-02-16 23:48:08"
"AA","JC","2014-06-01 15:38:01"
"AA","DC","2013-08-29 23:25:18"
"AA","DC","2014-05-30 20:05:50"
"AA","ss","2013-02-11 02:58:01"
"AA","HF","2014-05-09 09:39:50"
"AA","JC","2014-05-09 20:30:11"
"AA","JC","2014-05-21 09:02:53"
"AA","CB","2014-05-30 12:15:55"
"AA","HF","2014-01-13 01:40:05"
"AA","DC","2013-11-17 22:33:36"
"AA","T","2013-11-15 10:35:56"
"AA","JC","2014-06-08 10:04:40"
"AA","ss","2013-10-16 17:45:05"
"AA","HF","2013-09-03 08:16:29"
"AA","DC","2013-09-15 09:53:31"
"AA","CB","2014-04-02 21:27:21"
"AA","ss","2013-08-19 10:52:47"
"AA","T","2014-05-07 00:00:46"
"AA","JC","2014-05-27 07:29:29"
"AA","DC","2014-01-19 01:49:49"
"AA","T","2013-12-25 22:43:35"
"AA","JC","2014-04-19 09:10:27"
"AA","JC","2014-05-15 08:54:47"
"AA","CB","2014-05-25 07:45:08"
"AA","HF","2013-11-20 07:51:38"
"AA","DC","2013-10-12 09:42:37"
"AA","T","2013-10-16 16:14:28"
"AA","JC","2014-06-01 16:06:47"
"AA","ss","2013-09-11 05:47:23"
"AA","HF","2014-06-02 09:23:13"
"AA","DC","2013-08-30 23:55:34"
"AA","CB","2014-03-13 06:41:54"
"AA","ss","2013-02-13 23:05:03"
"AA","ss","2014-06-02 19:25:59"
"AA","HF","2014-05-09 19:57:22"
"AA","JC","2014-05-21 22:22:41"
"AA","E","2013-12-19 13:52:05"
"AA","DC","2013-11-18 08:13:13"
"AA","ss","2013-10-19 12:18:36"
"AA","DC","2013-09-15 22:06:23"
"AA","DC","2014-05-15 15:00:11"
"AA","T","2014-05-07 09:51:50"
"AA","ss","2014-05-17 10:59:34"
"AA","HF","2014-03-17 05:21:22"
"AA","E","2014-02-10 23:24:09"
"AA","DC","2014-01-19 02:12:27"
"AA","HF","2013-11-27 11:31:30"
"AA","E","2013-10-11 10:10:35"
"AA","DC","2013-10-12 23:51:14"
"AA","JC","2014-02-18 19:15:44"
"AA","JC","2014-06-01 23:23:37"
"AA","ss","2013-09-11 21:24:17"
"AA","HF","2014-06-02 09:49:34"
"AA","DC","2013-08-31 05:03:07"
"AA","JC","2013-12-17 09:48:20"
"AA","HF","2014-05-10 15:15:06"
"AA","JC","2014-05-10 08:00:17"
"AA","CB","2014-05-30 20:02:43"
"AA","HF","2014-01-16 13:12:23"
"AA","DC","2013-11-20 08:00:47"
"AA","T","2013-11-16 21:30:57"
"AA","DC","2013-09-16 05:53:40"
"AA","T","2013-09-18 20:11:09"
"AA","JC","2014-01-05 22:50:48"
"AA","ss","2013-08-20 21:55:38"
"AA","DC","2014-06-08 09:46:08"
"AA","DC","2014-05-15 17:12:53"
"AA","JC","2014-05-27 23:02:24"
"AA","CB","2014-06-04 22:23:32"
"AA","ss","2014-05-17 21:01:07"
"AA","JC","2014-04-19 15:14:38"
"AA","JC","2014-05-15 20:29:59"
"AA","CB","2014-05-25 12:05:12"
"AA","E","2013-10-14 08:02:03"
"AA","DC","2013-10-13 18:05:59"
"AA","JC","2014-02-21 00:43:42"
"AA","ss","2013-09-12 17:17:42"
"AA","DC","2014-05-31 23:08:10"
"AA","HF","2014-05-11 22:50:34"
"AA","JC","2014-05-10 08:18:35"
"AA","HF","2014-01-17 13:43:16"
"AA","E","2013-12-22 10:26:40"
"AA","JC","2014-06-08 20:10:15"
"AA","HF","2013-09-07 17:21:53"
"AA","E","2013-07-16 22:32:59"
"AA","DC","2013-09-17 01:21:16"
"AA","T","2013-09-18 20:53:50"
"AA","JC","2014-01-06 14:26:44"
"AA","ss","2013-08-21 11:02:21"
"AA","DC","2014-06-08 09:52:02"
"AA","E","2014-02-13 16:19:57"
"AA","DC","2014-01-20 06:50:32"
"AA","JC","2014-04-20 10:16:06"
"AA","JC","2014-05-16 07:22:01"
"AA","CB","2014-05-25 13:59:06"
"AA","ss","2014-03-13 06:39:54"
"AA","E","2013-10-17 21:37:57"
"AA","DC","2013-10-13 22:50:39"
"AA","T","2013-10-21 13:11:15"
"AA","JC","2014-02-21 22:23:52"
"AA","HF","2014-06-02 19:28:04"
"AA","DC","2013-08-31 21:42:08"
"AA","DC","2014-06-01 02:21:57"
"AA","ss","2014-06-03 20:52:54"
"AA","HF","2014-05-12 14:53:24"
"AA","DC","2014-03-13 06:13:05"
"AA","JC","2014-05-10 10:33:22"
"AA","HF","2014-01-19 01:58:35"
"AA","E","2013-12-22 18:40:28"
"AA","DC","2013-11-24 18:25:41"
"AA","JC","2014-03-26 08:24:21"
"AA","JC","2014-06-08 20:18:32"
"AA","CB","2014-05-18 12:52:55"
"AA","JC","2014-01-07 10:55:59"
"AA","CB","2014-04-06 02:49:53"
"AA","HF","2014-05-24 20:34:38"
"AA","DC","2014-06-08 09:55:48"
"AA","DC","2014-05-18 07:56:40"
"AA","CB","2014-06-05 13:28:50"
"AA","ss","2014-05-18 16:42:19"
"AA","HF","2014-03-21 09:56:41"
"AA","DC","2014-01-21 01:03:00"
"AA","HF","2013-12-02 22:33:19"
"AA","E","2013-10-21 07:05:34"
"AA","DC","2013-10-14 18:20:14"
"AA","JC","2014-06-02 09:47:44"
"AA","ss","2013-09-13 09:26:46"
"AA","DC","2013-09-01 00:01:54"
"AA","JC","2013-12-21 10:07:11"
"AA","HF","2014-05-13 08:19:25"
"AA","E","2014-04-06 02:52:49"
"AA","DC","2014-03-13 06:54:28"
"AA","JC","2014-05-22 23:39:16"
"AA","CB","2014-05-31 02:08:42"
"AA","DC","2013-11-25 10:17:37"
"AA","T","2013-11-19 14:21:00"
"AA","JC","2014-03-27 07:15:27"
"AA","ss","2013-11-03 10:05:06"
"AA","HF","2013-09-13 07:31:13"
"AA","DC","2013-09-18 06:49:56"
"AA","T","2013-09-19 20:51:19"
"AA","ss","2013-08-22 06:34:28"
"AA","HF","2014-05-24 20:38:49"
"AA","DC","2014-05-18 08:10:31"
"AA","T","2014-05-09 13:55:05"
"AA","JC","2014-05-28 20:46:53"
"AA","CB","2014-06-05 13:36:15"
"AA","ss","2014-05-18 22:58:28"
"AA","JC","2014-05-16 14:23:44"
"AA","HF","2013-12-04 09:35:25"
"AA","ss","2013-09-13 20:06:49"
"AA","HF","2014-06-03 09:07:50"
"AA","DC","2013-09-01 16:39:39"
"AA","JC","2013-12-22 09:11:14"
"AA","CB","2014-03-15 19:40:21"
"AA","ss","2014-06-04 10:32:11"
"AA","JC","2014-05-10 15:11:45"
"AA","ss","2014-05-06 23:59:45"
"AA","E","2013-12-27 17:56:55"
"AA","DC","2013-11-26 22:06:23"
"AA","HF","2013-09-14 00:00:31"
"AA","DC","2013-09-18 18:48:46"
"AA","T","2013-09-20 06:07:48"
"AA","DC","2014-05-19 03:58:38"
"AA","T","2014-05-10 23:02:07"
"AA","JC","2014-05-28 20:59:45"
"AA","HF","2014-03-22 23:30:52"
"AA","DC","2014-01-27 11:06:14"
"AA","T","2013-12-30 00:01:59"
"AA","JC","2014-05-16 20:36:59"
"AA","E","2013-10-24 13:40:31"
"AA","JC","2014-06-02 19:25:50"
"AA","CB","2014-05-08 19:49:58"
"AA","ss","2013-09-13 21:15:18"
"AA","DC","2013-09-01 22:38:42"
"AA","CB","2014-03-16 21:43:16"
"AA","HF","2014-05-14 08:12:44"
"AA","E","2014-04-11 08:21:39"
"AA","ss","2014-05-07 13:22:58"
"AA","HF","2014-02-01 07:41:28"
"AA","DC","2013-11-28 04:10:51"
"AA","HF","2013-09-15 09:51:29"
"AA","DC","2013-09-18 19:20:09"
"AA","T","2013-09-21 08:08:01"
"AA","JC","2014-01-10 09:52:37"
"AA","ss","2013-08-24 00:13:16"
"AA","DC","2013-08-05 19:51:56"
"AA","CB","2014-06-05 19:59:28"
"AA","ss","2014-05-19 16:37:16"
"AA","HF","2014-03-25 12:07:49"
"AA","T","2014-01-01 10:27:46"
"AA","JC","2014-05-16 23:04:09"
"AA","HF","2013-12-07 19:16:19"
"AA","E","2013-10-25 23:21:55"
"AA","DC","2013-10-20 00:05:21"
"AA","T","2013-10-26 13:58:30"
"AA","CB","2014-05-09 08:27:12"
"AA","HF","2014-06-04 10:28:26"
"AA","DC","2013-09-01 22:54:40"
"AA","DC","2014-06-01 10:05:37"
"AA","CB","2014-03-18 07:45:09"
"AA","JC","2014-05-24 08:28:35"
"AA","CB","2014-05-31 19:18:46"
"AA","HF","2014-02-06 08:26:42"
"AA","E","2013-12-29 10:30:51"
"AA","DC","2013-11-29 22:16:48"
"AA","JC","2014-03-29 09:40:37"
"AA","CB","2014-05-19 16:48:12"
"AA","ss","2013-12-19 13:38:46"
"AA","HF","2013-09-16 05:53:40"
"AA","E","2013-08-09 11:25:44"
"AA","DC","2013-09-18 20:43:13"
"AA","T","2013-09-21 12:19:02"
"AA","ss","2013-08-25 11:38:01"
"AA","E","2014-02-21 00:50:23"
"AA","DC","2014-02-02 06:59:10"
"AA","E","2013-10-27 18:25:40"
"AA","T","2013-10-27 09:51:52"
"AA","JC","2014-02-25 07:01:23"
"AA","ss","2013-09-15 09:51:29"
"AA","HF","2014-06-04 14:41:23"
"AA","DC","2013-09-02 06:57:28"
"AA","JC","2013-12-23 08:51:01"
"AA","DC","2014-03-20 16:24:17"
"AA","JC","2014-05-10 22:54:47"
"AA","ss","2014-05-07 16:53:05"
"AA","HF","2014-02-07 09:02:36"
"AA","E","2013-12-30 00:40:51"
"AA","DC","2013-11-30 13:46:52"
"AA","HF","2013-09-17 01:20:28"
"AA","DC","2013-09-18 23:02:38"
"AA","T","2013-09-21 15:40:34"
"AA","ss","2013-08-25 23:03:59"
"AA","HF","2014-05-26 05:19:07"
"AA","DC","2013-08-07 14:53:14"
"AA","DC","2014-05-19 11:56:55"
"AA","ss","2014-05-19 22:53:19"
"AA","HF","2014-03-28 09:34:33"
"AA","T","2014-01-02 08:50:04"
"AA","JC","2014-05-17 10:56:11"
"AA","ss","2014-03-21 23:01:08"
"AA","E","2013-10-28 22:32:04"
"AA","DC","2013-10-22 00:17:06"
"AA","T","2013-10-27 18:31:05"
"AA","JC","2014-02-25 22:52:23"
"AA","JC","2014-06-03 08:58:56"
"AA","HF","2014-06-04 16:59:43"
"AA","ss","2013-06-25 13:41:43"
"AA","ss","2014-06-05 16:16:33"
"AA","DC","2014-03-21 07:00:02"
"AA","T","2014-03-10 07:27:54"
"AA","JC","2014-05-10 23:04:59"
"AA","JC","2014-05-24 08:54:21"
"AA","E","2013-12-30 15:26:50"
"AA","JC","2014-03-29 22:18:02"
"AA","CB","2014-05-19 21:24:41"
"AA","HF","2013-09-18 07:09:42"
"AA","DC","2013-09-19 08:00:56"
"AA","T","2013-09-22 12:41:36"
"AA","ss","2013-08-26 12:10:25"
"AA","HF","2014-05-26 05:44:02"
"AA","DC","2014-05-19 23:03:34"
"AA","JC","2014-05-29 09:37:35"
"AA","CB","2014-06-06 12:18:19"
"AA","HF","2014-03-29 08:14:07"
"AA","DC","2014-02-03 23:49:59"
"AA","T","2014-01-02 21:28:10"
"AA","DC","2013-10-22 23:12:13"
"AA","JC","2014-06-03 09:09:43"
"AA","HF","2014-06-04 17:15:38"
"AA","DC","2013-09-03 01:17:13"
"AA","DC","2014-06-03 09:07:55"
"AA","JC","2013-12-24 03:40:24"
"AA","ss","2013-06-26 22:30:11"
"AA","DC","2014-03-23 22:20:56"
"AA","DC","2013-12-03 03:41:32"
"AA","JC","2014-03-30 07:14:36"
"AA","T","2013-09-23 19:21:37"
"AA","DC","2013-08-09 23:35:36"
"AA","T","2014-05-15 15:00:11"
"AA","ss","2014-05-20 16:05:18"
"AA","T","2014-01-03 20:28:26"
"AA","CB","2014-05-26 14:36:49"
"AA","HF","2013-12-12 12:47:53"
"AA","E","2013-10-31 17:01:46"
"AA","DC","2013-10-23 00:06:35"
"AA","JC","2014-03-01 00:10:40"
"AA","JC","2014-06-03 20:48:19"
"AA","HF","2014-06-05 10:13:23"
"AA","DC","2013-09-03 23:32:18"
"AA","ss","2014-06-06 19:05:00"
"AA","HF","2014-05-15 17:27:13"
"AA","T","2014-03-11 04:46:13"
"AA","JC","2014-05-11 08:19:22"
"AA","HF","2014-02-11 14:43:30"
"AA","DC","2013-12-06 00:08:09"
"AA","JC","2014-03-30 13:20:44"
"AA","DC","2013-09-19 20:31:43"
"AA","T","2013-09-24 17:21:01"
"AA","ss","2013-08-28 21:17:39"
"AA","DC","2013-08-10 23:11:39"
"AA","DC","2014-05-22 23:38:45"
"AA","T","2014-05-15 17:27:38"
"AA","JC","2014-05-29 21:53:55"
"AA","ss","2014-05-20 21:35:32"
"AA","HF","2014-03-30 08:21:31"
"AA","DC","2014-02-07 08:56:56"
"AA","E","2013-11-01 13:29:39"
"AA","HF","2014-06-05 13:08:13"
"AA","DC","2013-09-04 09:07:51"
"AA","CB","2014-03-21 22:58:41"
"AA","E","2014-04-17 02:55:14"
"AA","DC","2014-03-29 21:43:56"
"AA","JC","2014-05-11 08:22:42"
"AA","CB","2014-06-01 09:58:16"
"AA","ss","2014-05-09 00:18:09"
"AA","HF","2014-02-12 10:22:31"
"AA","DC","2013-12-06 23:18:51"
"AA","JC","2014-03-31 10:50:54"
"AA","HF","2013-09-20 05:37:07"
"AA","E","2013-08-26 08:34:37"
"AA","DC","2013-09-20 07:47:18"
"AA","T","2013-09-24 20:49:54"
"AA","CB","2014-04-18 08:41:36"
"AA","ss","2013-08-29 06:38:49"
"AA","HF","2014-05-26 14:40:14"
"AA","DC","2013-08-11 23:42:59"
"AA","DC","2014-05-22 23:41:56"
"AA","T","2014-05-16 07:22:12"
"AA","JC","2014-05-30 08:47:53"
"AA","HF","2014-03-31 15:40:00"
"AA","JC","2014-05-17 20:59:17"
"AA","CB","2014-05-26 15:25:05"
"AA","T","2013-10-30 20:52:59"
"AA","CB","2014-05-10 12:46:05"
"AA","HF","2014-06-05 13:30:08"
"AA","DC","2013-09-04 19:22:21"
"AA","JC","2013-12-26 06:32:23"
"AA","ss","2014-06-08 09:44:07"
"AA","HF","2014-05-16 14:46:49"
"AA","DC","2014-03-30 22:09:31"
"AA","ss","2014-05-09 13:56:11"
"AA","JC","2014-03-31 11:18:24"
"AA","ss","2014-01-12 08:38:03"
"AA","HF","2013-09-21 12:21:05"
"AA","ss","2013-08-29 15:05:05"
"AA","HF","2014-05-26 15:14:40"
"AA","DC","2013-08-13 22:21:51"
"AA","DC","2014-05-22 23:46:31"
"AA","E","2014-03-01 01:02:20"
"AA","T","2014-01-05 12:44:00"
"AA","JC","2014-05-17 21:27:34"
"AA","ss","2014-03-29 22:30:50"
"AA","DC","2013-10-25 22:41:28"
"AA","T","2013-10-31 03:42:31"
"AA","JC","2014-03-03 02:21:21"
"AA","CB","2014-05-10 16:25:36"
"AA","HF","2014-06-05 13:35:46"
"AA","DC","2013-09-05 00:16:25"
"AA","JC","2013-12-26 14:11:33"
"AA","HF","2014-05-16 14:50:45"
"AA","DC","2014-03-31 11:05:45"
"AA","JC","2014-05-11 12:12:15"
"AA","HF","2014-02-15 23:04:40"
"AA","E","2014-01-05 17:43:13"
"AA","DC","2013-12-09 10:03:14"
"AA","T","2013-12-04 21:13:50"
"AA","JC","2014-04-01 20:08:52"
"AA","CB","2014-05-20 22:49:15"
"AA","HF","2013-09-24 06:29:40"
"AA","E","2013-08-29 06:36:45"
"AA","DC","2013-09-22 06:42:36"
"AA","T","2013-09-26 08:58:53"
"AA","ss","2013-08-30 04:52:35"
"AA","DC","2013-08-14 20:53:58"
"AA","DC","2014-05-23 12:13:50"
"AA","HF","2014-04-02 14:37:03"
"AA","DC","2014-02-17 05:59:43"
"AA","T","2014-01-05 23:16:36"
"AA","JC","2014-05-17 22:18:43"
"AA","CB","2014-05-27 07:20:29"
"AA","DC","2013-10-27 07:28:26"
"AA","T","2013-10-31 13:57:57"
"AA","JC","2014-03-04 20:39:07"
"AA","CB","2014-05-10 21:54:56"
"AA","ss","2013-09-18 23:04:55"
"AA","HF","2014-06-05 16:18:50"
"AA","DC","2014-06-04 17:11:08"
"AA","ss","2013-07-16 22:48:37"
"AA","JC","2014-05-24 20:14:31"
"AA","E","2014-01-06 14:16:40"
"AA","T","2013-12-05 20:49:56"
"AA","DC","2013-09-24 06:37:47"
"AA","T","2013-09-26 20:20:02"
"AA","JC","2014-01-21 05:56:30"
"AA","ss","2013-08-31 05:03:07"
"AA","T","2014-05-17 10:57:31"
"AA","JC","2014-05-30 12:15:55"
"AA","ss","2014-05-22 23:42:02"
"AA","E","2014-03-05 16:58:08"
"AA","T","2014-01-06 14:58:41"
"AA","CB","2014-05-27 10:25:08"
"AA","HF","2013-12-20 17:03:05"
"AA","E","2013-11-09 13:23:37"
"AA","DC","2013-10-28 18:09:11"
"AA","JC","2014-03-05 06:17:38"
"AA","JC","2014-06-04 17:09:50"
"AA","ss","2013-09-19 15:40:38"
"AA","DC","2013-09-05 23:24:32"
"AA","CB","2014-03-23 10:03:34"
"AA","ss","2013-07-24 20:12:35"
"AA","HF","2014-05-17 10:57:31"
"AA","HF","2014-02-18 02:02:59"
"AA","E","2014-01-07 22:32:50"
